FY ,Quarter,Month(As on),MFI_Name,AUM_RsCr,TotalAssets_RsCr,OnBS_OS_MFL-RsCr,MFL_P_TA,QualifyingAssets_P,Wavg_CoB,Avg_OperatingCost_P,Max_Interest Rate_MFL,Min_Interest Rate_MFL,Wavg_InterestRate_MFL, AverageTicketSize ,Off-BS_MFL_Port_RsCr,BusinessCorrespondent,Securitised_Portfolio,Assigned_Portfolio,SPV_Portfolio_PTC_RsCr,NPA_Portfolio_RsCr,GrossNPA_P_OnBS MFL,NetNPA_P_OnBS MFL,DPD_G30Days_Lakhs,DPD_G30Days_P_OnBS MFL,DPD_G60Days_Lakhs,DPD_G60Days_P_OnBS MFL,DPD_G90Days_Lakhs,DPD_G90Days_P_OnBS MFL,DPD_G180Days_Lakhs,DPD_G180Days_P_OnBS MFL,TotalEquity_P_TA,Promoter_P_TA,FDI_P_TA,Others_P_TA,AIFIs_P_TA,Top5_Banks_P,OtherBanks_P,SFBs_P,Banks_P_TA,NBE_TA,ECB_P_TA,Others_P_TA,TermLoan_P_TA,Debentures_P_TA,SuborditedDebt_P_TA,CommercialPapers_P_TA,AnyOther_P_TA,Income_OnBS MFL_Port_P_TA,Income_OffBS MFL_Port_P_TA,I_NonCredit_FP_TA,I_NonCredit_NFProducts_TA,Share_Income_Activities_Direct Lending,OperatingProfit_RsCr,NetProfit_RsCr,ROA_P,ROE_P,L20P_LRs50000,L20P_GRs50000to1Lak,L20P_GRs1LaktoLRs1p5Lak,L20P_GRs1p5LaktoLRs2lak,L20P_GRs2laktoLRs2p5Lak,L20P_GRs2p5LaktoLRs3Lak,G20ptoL30p_LRs50000,G20ptoL30p_LRs50000toLRs1Lak ,G20ptoL30p_GRs1LaktoLRs1p5Lak,G20ptoL30p_GRs1p5LaktoLRs2Lak,G20ptoL30p_GRs2LaktoLR2p5Lak,G20ptoL30p_GRs2p5LaktoLRs3Lak,G30ptoL40p_LRs50000,G30ptoL40p_GRs50000toLRs1Lak ,G30ptoL40p_GRs1LaktoLRs1p5Lak,G30ptoL40p_GRs1p5LaktoLRs2Lak,G30ptoL40p_GRs2LaktoLRs2p5Lak,G30ptoL40p_GRs2p5LaktoLRs3Lak,G40ptoL50p_LR50000,G40ptoL50p_GRs50000toLRs1Lak ,G40ptoL50p_GRs1LaktoLRs1p5Lak,G40ptoL50p_GRs1p5LaktoLRs2Lak,G40ptoL50p_GRs2LaktoLRs2p5Lak,G40ptoL50p_GRs2p5LaktoLRs3Lak
FY 22-23,Q1 FY 22-23,Jun-22,Madura Micro Finance Ltd,,2729.57,"2,516.37",92.19%,,9.65%,,22.10%,19.80%,20.77%,42993,96.08,0.00,0.00,96.08,0.00,,5.83%,3.02%,,6.78%,,5.51%,,4.66%,,2.19%,14.59%,13.77%,,0.83%,0.07,,,,0.63,0.14,0.00,0.00,75.84%,0.00%,8.24%,0.00%,0.00%,,,,,,,,,,"28,080","11,006",0,0,0,0,"1,060",445,0,0,0,0,688,240,0,0,0,0,194,41,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Magenta Finance Services Pvt Ltd,,17.51,15.62,89.26%,,12.50%,,24.00%,24.00%,24.00%,44540,0.00,0.00,0.00,0.00,0.00,,4.48%,0.96%,,5.11%,,4.83%,,4.48%,,3.73%,43.04%,21.95%,,21.09%,0.00,,,,0.00,0.08,0.40,0.03,10.57%,0.00%,40.27%,0.00%,0.00%,,,,,,,,,,0,0,0,0,49,384,0,0,0,0,9,61,0,0,0,0,8,49,0,0,0,0,0,5
FY 22-23,Q1 FY 22-23,Jun-22,Midland Microfin Ltd,,1721.73,"1,305.27",75.81%,,12.08%,,28.00%,25.00%,25.04%,43220,104.43,0.00,104.43,0.00,0.00,,2.83%,0.96%,,6.80%,,4.76%,,2.87%,,1.51%,16.05%,4.68%,5.40%,5.97%,0.11,,,,0.36,0.11,0.03,0.15,61.07%,10.89%,3.87%,0.00%,0.00%,,,,,,,,,,"8,656","25,246","5,121",171,44,157,137,"3,587","15,037",279,64,30,287,"5,219","43,102","1,123",136,19,0,369,"12,644",516,112,179
FY 22-23,Q1 FY 22-23,Jun-22,Mitrata Inclusive Financial Services Pvt Ltd,,139.17,120.24,86.40%,,14.25%,,25.00%,25.00%,25.00%,37324,103.04,103.03,0.00,0.02,0.00,,3.10%,1.12%,,3.94%,,3.81%,,3.69%,,3.27%,20.11%,14.44%,,5.67%,0.08,,,,0.40,0.27,0.00,0.00,74.75%,0.00%,0.36%,0.00%,0.00%,,,,,,,,,,0,0,12,88,264,"1,432",0,0,3,23,101,767,0,1,4,11,71,655,0,0,0,6,22,273
FY 22-23,Q1 FY 22-23,Jun-22,M Power Micro Finance Pvt Ltd,,31.00,26.97,87.01%,,14.01%,,27.00%,27.00%,27.00%,42287,55.32,55.32,0.00,0.00,0.00,,41.57%,18.91%,,54.22%,,52.60%,,51.13%,,45.70%,11.18%,2.14%,,9.04%,0.00,,,,0.47,0.40,0.00,0.00,70.70%,0.00%,16.13%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Msm Microfinance Pvt Ltd,,39.27,18.47,47.03%,,16.18%,,26.00%,26.00%,26.00%,41715,88.77,88.77,0.00,0.00,0.00,,15.87%,9.89%,,20.21%,,19.10%,,18.64%,,4.33%,38.93%,38.93%,,,0.01,,,,0.02,0.00,0.00,0.25,28.16%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,133,8,0,0,0,0,102,6,0,0,0,0,127,3,0,0,0,0,374,2
FY 22-23,Q1 FY 22-23,Jun-22,Muthoot Microfin Ltd,,5683.92,"4,551.10",80.07%,,10.68%,,25.00%,23.00%,23.02%,43629,1746.66,358.85,0.00,1387.81,0.00,,6.70%,1.88%,,10.89%,,9.44%,,7.12%,,4.95%,23.75%,16.32%,5.73%,1.70%,0.14,,,,0.34,0.23,0.00,0.00,48.11%,14.59%,0.00%,0.86%,7.07%,,,,,,,,,,7,820,"5,102","8,223","27,772","1,27,213",4,101,"1,453","2,183","8,374","47,489",3,54,743,"1,574","6,254","40,707",0,13,231,252,769,"15,891"
FY 22-23,Q1 FY 22-23,Jun-22,Namra Finance Ltd,,1105.32,"1,054.56",95.41%,,13.15%,,26.00%,26.00%,26.00%,44556,74.03,0.00,74.03,0.00,0.00,,3.10%,0.25%,,6.78%,,4.35%,,3.19%,,1.80%,17.30%,17.30%,,,0.06,,,,0.28,0.43,0.04,0.00,68.25%,11.57%,1.81%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,NEED Livelihood Microfinance Pvt Ltd,,16.49,5.84,35.43%,,12.02%,,,,,,6.08,6.08,0.00,0.00,0.00,,37.66%,0.00%,,40.32%,,39.73%,,39.22%,,35.58%,57.76%,,,,0.00,,,,0.06,0.00,0.03,0.00,8.76%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Nightingale Finvest Pvt Ltd,,80.13,48.38,60.37%,,15.56%,,21.70%,21.70%,21.70%,39573,13.77,13.77,0.00,0.00,0.00,,0.84%,0.35%,,1.06%,,0.74%,,0.59%,,0.25%,22.41%,6.53%,,15.88%,0.00,,,,0.50,0.00,0.00,0.26,76.24%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,14,32,52,123,142,0,19,25,43,121,135,0,13,19,45,78,88
FY 22-23,Q1 FY 22-23,Jun-22,Saija Finance Pvt Ltd,,96.68,62.55,64.70%,,14.61%,,27.00%,21.70%,23.37%,40689,77.32,73.93,0.00,3.39,0.00,,14.20%,5.84%,,16.30%,,14.94%,,13.57%,,9.40%,8.00%,0.26%,,7.74%,0.08,,,,0.53,0.14,0.00,0.00,44.07%,0.00%,31.03%,0.00%,0.00%,,,,,,,,,,0,0,"1,999",384,8,10,0,0,715,221,0,0,0,0,22,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Samavesh Finserv Pvt Ltd,,34.64,31.07,89.71%,,15.20%,,26.90%,21.70%,24.28%,33273,6.52,6.52,0.00,0.00,0.00,,0.66%,-0.35%,,0.79%,,0.75%,,0.67%,,0.56%,40.80%,5.24%,,35.56%,0.26,,,,0.23,0.00,0.00,0.08,49.51%,0.00%,0.00%,0.00%,8.14%,,,,,,,,,,0,0,106,"1,904","1,286","1,069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Sarala Development & Microfinance Pvt Ltd,,162.93,136.04,83.49%,,11.25%,,24.83%,24.83%,24.83%,35573,43.32,43.32,0.00,0.00,0.00,,8.74%,2.71%,,11.76%,,10.13%,,8.72%,,6.97%,27.55%,27.55%,,,0.00,,,,0.48,0.11,0.00,0.00,58.51%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,31,123,399,"1,005","1,829","2,302",0,0,11,34,85,111,0,3,31,15,29,39,0,2,9,34,77,8
FY 22-23,Q1 FY 22-23,Jun-22,Sarwadi Finance Pvt Ltd,,15.58,14.42,92.57%,,12.00%,,25.50%,25.50%,25.50%,24190,0.00,0.00,0.00,0.00,0.00,,,,,15.88%,,15.81%,,15.69%,,14.57%,48.68%,48.68%,,,0.00,,,,0.00,0.00,0.00,0.48,0.00%,0.00%,0.00%,0.00%,48.04%,,,,,,,,,,0,0,0,417,787,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Satin Credit Care Network Ltd,,7457.58,"4,760.54",63.83%,,10.90%,,24.00%,21.00%,24.00%,38765,1347.32,43.74,0.00,1303.57,0.00,,4.30%,2.37%,,9.76%,,7.40%,,5.52%,,4.76%,22.36%,8.20%,4.07%,10.09%,0.05,,,,0.31,0.20,0.04,0.14,53.46%,14.36%,5.27%,0.79%,0.00%,,,,,,,,,,10,279,"1,975","6,370","23,906","1,54,191",0,44,708,"2,788","13,511","83,784",0,17,258,"1,629","7,690","61,505",0,1,26,121,"1,127","16,796"
FY 22-23,Q1 FY 22-23,Jun-22,Satya MicroCapital Ltd,,2982.37,"2,219.22",74.41%,,11.25%,,24.90%,23.90%,24.38%,43920,482.70,148.57,0.00,334.13,0.00,,3.58%,2.67%,,7.38%,,6.43%,,3.76%,,2.58%,20.72%,4.57%,12.18%,3.97%,0.01,,,,0.34,0.41,0.00,0.02,48.06%,23.75%,3.86%,0.00%,1.99%,,,,,,,,,,8,47,153,772,"2,398","19,746",12,122,674,503,"1,322","11,876",15,614,372,436,"1,237","11,007",53,"1,084","1,871","2,024","2,594","11,446"
FY 22-23,Q1 FY 22-23,Jun-22,Save Microfinance Pvt Ltd,,629.81,557.37,88.50%,,12.53%,,23.00%,21.69%,22.89%,36030,63.78,0.00,0.00,63.78,0.00,,1.10%,0.10%,,1.20%,,1.15%,,1.10%,,0.98%,18.85%,18.85%,,,0.00,,,,0.29,0.39,0.00,0.06,69.67%,3.97%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Share Microfin Ltd,,662.51,572.31,86.38%,,19.82%,,26.00%,22.00%,24.00%,29989,0.00,0.00,0.00,0.00,0.00,,0.55%,0.01%,,0.59%,,0.57%,,0.56%,,0.54%,30.44%,3.67%,14.35%,12.41%,0.08,,,,0.48,0.01,0.00,0.00,55.85%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,35,599,"3,515","10,627","17,176","10,717",0,98,737,"2,110","3,507","2,450",2,86,607,"1,705","2,795","1,766",17,345,"1,696","3,807","4,609","2,429"
FY 22-23,Q1 FY 22-23,Jun-22,Sindhuja Microcredit Pvt Ltd,,478.91,411.55,85.93%,,12.60%,,25.00%,21.70%,22.36%,39024,37.62,37.62,0.00,0.00,0.00,,1.35%,0.25%,,1.59%,,1.46%,,1.35%,,1.14%,22.65%,,,,0.00,,,,0.34,0.40,0.00,0.00,56.52%,17.44%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Sonata Finance Pvt Ltd,,1689.28,"1,384.89",81.98%,,12.12%,,24.98%,24.98%,24.98%,38433,451.98,399.83,0.00,52.15,0.00,,3.64%,1.23%,,5.75%,,4.48%,,3.65%,,1.50%,17.89%,1.27%,12.00%,4.62%,0.10,,,,0.23,0.37,0.10,0.00,56.24%,22.07%,1.72%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,South India Finvest Pvt Ltd,,33.46,29.18,87.20%,,13.80%,,27.50%,20.15%,25.00%,13391,27.68,27.68,0.00,0.00,0.00,,7.00%,5.00%,,25.21%,,18.87%,,13.03%,,6.99%,61.54%,,,,0.00,,,,0.30,0.27,0.00,0.00,57.18%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,"1,230","1,048",0,0,0,0,"1,079","6,726",0,0,0,0,91,337,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Spandana Sphoorty Financial Ltd,,6087.44,"5,049.94",82.96%,,11.15%,,24.00%,24.00%,24.00%,40458,415.25,0.00,0.00,415.25,0.00,,6.50%,3.30%,,9.15%,,7.19%,,5.55%,,2.46%,45.31%,28.82%,,16.50%,0.01,,,,0.21,0.29,0.00,0.00,25.11%,25.89%,0.33%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Svamaan Financial Services Pvt Ltd,,338.09,304.19,89.97%,,11.21%,,24.00%,19.70%,23.28%,39420,0.00,0.00,0.00,0.00,0.00,,0.57%,0.17%,,0.76%,,0.63%,,0.55%,,0.43%,20.20%,20.20%,,,0.00,,,,0.57,0.21,0.00,0.00,68.20%,9.76%,0.00%,0.00%,0.00%,,,,,,,,,,0,45,656,"4,716","1,282",124,0,434,197,"3,078",801,71,0,155,590,"2,784","1,068",133,0,286,449,"2,756","2,837",509
FY 22-23,Q1 FY 22-23,Jun-22,Svasti Microfinance Pvt Ltd,,702.31,539.22,76.78%,,12.57%,,26.00%,26.00%,26.00%,32528,75.97,17.89,0.00,16.54,41.54,,1.29%,0.00%,,5.35%,,1.97%,,1.37%,,0.69%,19.81%,2.37%,6.20%,11.24%,0.04,,,,0.19,0.29,0.04,0.18,51.12%,13.73%,1.42%,4.27%,3.59%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Svatantra Microfin Pvt Ltd,,5993.29,"5,254.18",87.67%,,9.88%,,24.00%,19.75%,23.50%,35959,640.37,0.00,0.00,640.37,0.00,,3.80%,1.65%,,6.75%,,5.01%,,3.80%,,2.65%,14.85%,14.85%,,,0.09,,,,0.62,0.10,0.03,0.00,72.68%,3.19%,8.18%,0.00%,0.00%,,,,,,,,,,0,"61,262","26,607","48,438","50,424","34,868",0,"38,425","22,238","13,021","5,950","2,335",0,"28,390","8,001","3,387","1,194",338,0,"8,730","2,842",836,275,119
FY 22-23,Q1 FY 22-23,Jun-22,Sv Creditline Pvt Ltd,,527.16,371.37,70.45%,,14.45%,,28.00%,19.69%,23.85%,18818,265.62,249.78,0.00,15.84,0.00,,3.64%,1.48%,,14.40%,,4.49%,,3.96%,,2.67%,23.07%,,,,0.11,,,,0.47,0.12,0.00,0.00,62.56%,0.00%,6.64%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Unacco Finance Pvt Ltd,,75.92,57.29,75.46%,,12.86%,,,,,,0.20,0.20,0.00,0.00,0.00,,4.13%,0.81%,,41.00%,,20.91%,,4.13%,,3.83%,37.11%,,,,0.24,,,,0.30,0.00,0.00,0.01,54.18%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q1 FY 22-23,Jun-22,Unnati Microfin Pvt Ltd,,,46.84,,,,,26.25%,22.50%,25.45%,41817,54.81,51.15,0.00,3.66,0.00,,3.05%,1.01%,,3.79%,,3.79%,,3.79%,,3.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,409,630,0,0,0,0,0,0,609
FY 22-23,Q1 FY 22-23,Jun-22,Vaya Finserv Pvt Ltd,,1451.30,"1,114.48",76.79%,,11.10%,,25.00%,25.00%,23.16%,25249,4.38,0.00,0.00,4.38,0.00,,2.81%,0.96%,,5.55%,,4.05%,,3.05%,,1.76%,21.98%,18.61%,,3.37%,0.03,,,,0.38,0.29,0.00,0.06,55.33%,13.31%,0.00%,1.96%,5.95%,,,,,,,,,,208,15,273,270,"1,062","8,807",157,30,109,140,530,"5,546",159,21,150,138,569,"5,594",81,7,143,113,495,"3,406"
FY 22-23,Q1 FY 22-23,Jun-22,Vector Finance Pvt Ltd,,49.61,15.13,30.49%,,12.75%,,26.00%,26.00%,26.00%,34110,410.44,410.44,0.00,0.00,0.00,,14.20%,3.80%,,56.59%,,33.76%,,14.20%,,5.58%,39.94%,39.94%,,,0.00,,,,0.00,0.52,0.00,0.00,0.00%,0.00%,0.00%,0.00%,52.26%,,,,,,,,,,0,1,0,15,58,177,0,0,0,1,12,39,0,0,0,1,8,33,0,0,0,0,3,17
FY 22-23,Q1 FY 22-23,Jun-22,Village Financial Services Ltd,,878.55,701.91,79.89%,,10.05%,,25.00%,19.70%,21.74%,35750,102.37,102.37,0.00,0.00,0.00,,3.87%,1.48%,,11.78%,,9.25%,,3.87%,,0.55%,19.38%,15.73%,,3.65%,0.22,,,,0.50,0.05,0.00,0.00,71.20%,0.00%,5.69%,0.00%,0.00%,,,,,,,,,,3,77,102,109,44,1,98,"7,576","3,689","3,290","1,092",56,78,"6,951","3,162","2,521",902,34,2,17,26,34,28,3
FY 22-23,Q1 FY 22-23,Jun-22,Vruksha Microfin Pvt Ltd,,25.52,19.40,76.05%,,9.00%,,24.00%,24.00%,24.00%,30000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,41.89%,41.89%,,,0.00,,,,0.19,0.00,0.00,0.37,18.64%,0.00%,0.00%,0.00%,37.43%,,,,,,,,,,400,"1,402",326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FY 22-23,Q2 FY 22-23,Sep-22,Adi Chitragupta Finance Limited,,232.32,206,88.47%,,11.36%,,24.89%,24.89%,24.89%,37112,0.00,0.00,0.00,0.00,,,13.15%,0.00%,,4.17%,,0.82%,,0.80%,,0.76%,,13.15%,0.00%,4.17%,0.03,,,,0.42,0.12,0.00,0.21,56.98%,11.84%,9.45%,0.00%,0.00%,,,,,,,,,,0,0,50,404,1605,7433,0,0,11,86,504,2734,0,0,14,35,377,2646,0,0,0,8,24,846
FY 22-23,Q2 FY 22-23,Sep-22,Agora Microfinance India Ltd,,36.76,41,87.00%,,11.07%,,25.00%,25.00%,25.00%,34761,0.00,0.00,0.00,0.00,,,33.58%,33.02%,,0.40%,,0.48%,,2.76%,,30.43%,,0.00%,12.74%,0.00%,0.00,,,,0.00,0.00,0.85,0.00,0.03%,0.00%,84.77%,0.00%,0.00%,,,,,,,,,,15,763,727,112,133,43,1,129,131,31,27,15,1,76,119,21,23,4,3,231,302,55,33,21
FY 22-23,Q2 FY 22-23,Sep-22,Annapurna Finance Private Limited,,7886.00,5108.03,64.77%,,10.62%,,23.99%,22.47%,23.72%,48864,1729.12,0.64,0.00,1728.47,,,7.61%,2.71%,,12.31%,,9.50%,,7.61%,,5.73%,,0.09%,1.25%,0.10%,0.04,,,,0.45,0.22,0.05,0.00,56.32%,15.77%,3.92%,0.00%,0.00%,,,,,,,,,,104,18,"1,733","18,178","71,381","1,31,084",0,41,897,"3,383","15,096","32,508",0,57,260,"2,359","9,667","26,820",2,97,621,"3,128","11,180","28,062"
FY 22-23,Q2 FY 22-23,Sep-22,Arohan Financial Services Limited,,5083.71,4316,84.90%,,11.36%,,26.00%,22.00%,24.51%,40208,226.96,0.00,0.00,226.96,,,3.12%,0.79%,,7.90%,,7.21%,,3.10%,,1.88%,,0.81%,1.34%,0.23%,0.09,,,,0.49,0.16,0.02,0.00,45.39%,5.90%,8.40%,0.00%,17.07%,,,,,,,,,,0,25,"5,517","22,655","41,772","66,077",5,745,"3,928","6,764","17,048","25,074",2,562,"1,807","6,249","11,912","15,559",32,446,"1,748","4,946","8,226","10,407"
FY 22-23,Q2 FY 22-23,Sep-22,Arth Micro Finance Pvt Ltd,,172.27,105,60.73%,,11.39%,,20.16%,20.16%,20.16%,37113,267.80,267.80,0.00,0.00,,,1.40%,1.12%,,1.83%,,1.64%,,1.40%,,1.00%,,4.78%,0.00%,3.69%,0.01,,,,0.66,0.09,0.00,0.00,71.83%,0.00%,4.06%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,"1,154","1,023","2,896","2,364",0,0,"1,863","2,365","2,658","3,547",0,0,"1,698","1,965","2,055","3,698"
FY 22-23,Q2 FY 22-23,Sep-22,ASA International India Microfinance Limited,,513.45,251,63.66%,,11.77%,,24.50%,24.50%,24.50%,26599,207.53,185.87,11.35,10.31,,,2.48%,2.11%,,15.60%,,7.48%,,2.48%,,1.04%,,0.34%,0.00%,0.04%,0.00,,,,0.19,0.00,0.15,0.50,7.29%,29.07%,25.32%,0.00%,23.08%,,,,,,,,,,0,922,422,"1,054","2,436","1,891",0,828,553,814,95,199,0,"2,235",285,30,97,20,0,425,38,57,2,0
FY 22-23,Q2 FY 22-23,Sep-22,Asirvad Microfinance Limited,,7215.00,5516,76.46%,,10.07%,,24.00%,24.00%,24.00%,46159,1454.08,0.00,0.00,1454.08,,,8.81%,1.64%,,12.74%,,11.14%,,8.81%,,6.50%,,19.08%,0.00%,0.00%,0.14,,,,0.38,0.14,0.05,0.07,54.48%,18.28%,3.02%,2.07%,0.00%,,,,,,,,,,0,1,"14,401","24,500","35,835","1,06,372",0,3,"3,141","7,401","23,958","62,167",0,4,"3,861","7,779","22,260","43,202",9,24,"18,438","22,412","36,008","98,888"
FY 22-23,Q2 FY 22-23,Sep-22,Aviral Finance Pvt Ltd,,28.04,25,89.86%,,16.00%,,28.00%,28.00%,28.00%,31610,0.00,0.00,0.00,0.00,,,13.13%,6.19%,,13.39%,,13.26%,,13.13%,,12.63%,,23.12%,0.00%,0.00%,0.00,,,,0.00,0.16,0.00,0.30,45.47%,0.00%,0.00%,0.00%,0.35%,,,,,,,,,,0,0,166,272,237,225,0,0,28,166,118,115,0,0,16,88,151,137,0,0,12,51,162,261
FY 22-23,Q2 FY 22-23,Sep-22,Belstar Investment and Finance Pvt Ltd,,4725.94,3623,76.67%,,9.18%,,23.40%,23.40%,23.40%,39558,1104.12,0.00,0.00,1104.12,,,8.49%,2.57%,,9.74%,,9.19%,,8.76%,,6.68%,,0.13%,0.31%,0.59%,0.04,,,,0.63,0.09,0.00,0.00,67.36%,4.22%,3.48%,0.00%,0.00%,,,,,,,,,,"12,291","1,182","3,798","1,152","41,029","3,931","1,991","1,388","2,301","1,202","42,528","2,286","2,969","11,332","10,638","1,291","39,084","43,243","3,279","4,128","1,086","8,058","64,285","9,203"
FY 22-23,Q2 FY 22-23,Sep-22,BWDA Financial Ltd,,138.00,108,78.57%,,10.21%,,24.00%,19.00%,22.18%,49886,155.02,155.02,0.00,0.00,,,3.54%,2.39%,,10.91%,,9.33%,,8.07%,,2.46%,,57.95%,0.00%,42.05%,0.00,,,,0.65,0.03,0.00,0.00,67.92%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,"9,930",74,0,0,0,0,297,655,6,0,0,0,3,0
FY 22-23,Q2 FY 22-23,Sep-22,Chaitanya India Fin Credit Pvt Ltd,,3443.76,2691,78.13%,,9.75%,,21.84%,21.84%,21.84%,40511,586.24,0.00,0.00,586.24,,,0.57%,0.15%,,0.68%,,0.54%,,0.47%,,0.30%,,0.00%,0.00%,18.29%,0.06,,,,0.62,0.11,0.00,0.00,68.64%,4.65%,0.87%,2.41%,1.58%,,,,,,,,,,0,126,"1,924","7,052","19,421","35,343",3,201,"1,115","3,015","10,177","33,915",20,203,736,"3,120","8,393","33,406",44,209,846,"2,879","7,822","45,307"
FY 22-23,Q2 FY 22-23,Sep-22,Creditaccess Grameen Ltd,,14739.95,12810,86.90%,,9.10%,,21.75%,18.75%,20.85%,33497,758.46,0.00,0.00,758.46,,,1.62%,0.47%,,1.93%,,1.61%,,1.38%,,0.71%,,21.67%,0.00%,7.72%,0.08,,,,0.47,0.02,0.03,0.07,60.87%,7.42%,0.00%,0.00%,0.00%,,,,,,,,,,1,5,240,"2,114","11,282","2,03,985",0,23,313,"1,996","9,965","2,31,194",1,21,332,"2,206","10,548","2,75,815",14,169,717,"37,610","11,880","2,82,959"
FY 22-23,Q2 FY 22-23,Sep-22,Fusion Microfinance Pvt Ltd,,8290.00,7017,84.64%,,10.12%,,22.53%,22.53%,22.53%,36158,745.19,0.00,0.00,745.19,,,3.83%,1.09%,,3.76%,,3.22%,,2.81%,,1.83%,,,,,0.07,,,,0.56,0.09,0.01,0.06,68.12%,7.93%,1.96%,0.00%,0.97%,,,,,,,,,,2,135,295,"1,140","2,973","12,956",0,138,486,"1,746","3,518","13,193",0,397,"1,012","2,596","4,075","16,046",247,"6,620","19,474","50,340","88,216","3,29,465"
FY 22-23,Q2 FY 22-23,Sep-22,G U Financial Services Pvt Ltd,,31.98,24,75.61%,,13.86%,,26.00%,26.00%,26.00%,25000,89.79,89.79,0.00,0.00,,,8.80%,3.00%,,21.13%,,14.94%,,8.80%,,6.48%,,15.53%,0.00%,9.60%,0.00,,,,0.25,0.13,0.00,0.00,23.26%,0.00%,15.63%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FY 22-23,Q2 FY 22-23,Sep-22,Grameen Shakti,,49.88,40,79.95%,,15.00%,,26.00%,26.00%,26.00%,25630,27.24,27.24,0.00,0.00,,,0.68%,0.33%,,2.76%,,1.40%,,0.68%,,0.02%,,6.76%,0.00%,10.81%,0.01,,,,0.52,0.13,0.00,0.00,55.17%,0.00%,0.00%,0.00%,10.27%,,,,,,,,,,23,198,566,537,395,121,7,391,"1,628","1,451",320,102,3,210,"1,116",798,121,65,5,139,274,488,105,0
FY 22-23,Q2 FY 22-23,Sep-22,Hindusthan Microfinance Pvt Ltd,,36.35,27,74.00%,,11.15%,,24.75%,24.75%,24.75%,0,0.00,0.00,0.00,0.00,,,0.41%,0.00%,,1.36%,,1.17%,,0.41%,,0.34%,,23.30%,0.90%,8.85%,0.00,,,,0.63,0.00,0.00,0.00,45.25%,0.00%,13.76%,0.00%,3.98%,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
